text,label_A,label_B,label_C,type,label
hoe not make situation doubleexclamationmarkdoubleexclamationmarkdoubleexclamationmarkmann not stop cry toxic as relationship go hoe,OFF,UNT,,Untargeted Offense,1
follower bitch thought would cool follow laughing as fuck okay,OFF,TIN,GRP,Targeted Offense - Group,1
nice day significant stupid told shut pa clicked restart smilingfacewithopenmouthsmilingeyessmilingfacewithopenmouthsmilingfacewithopenmouthsmilingeyessmilingfacewithopenmouthsmilingeyessmilingfacewithopenmouth,OFF,UNT,,Untargeted Offense,1
hate corny shit passion,OFF,UNT,,Untargeted Offense,1
not going lie rosette fucking hot no shame saying like rosette porn laughing loud,OFF,UNT,,Untargeted Offense,1
ugh fuck storm coming back,OFF,UNT,,Untargeted Offense,1
user fucking hate fucking shower use deodorant smelly cunt,OFF,TIN,IND,Targeted Offense - Individual,1
bitch talking bout moon aquarius no bitch steal sell pussy,OFF,TIN,GRP,Targeted Offense - Group,1
fuck gave ivy gun pissed,OFF,UNT,,Untargeted Offense,1
user dog got funniest shit profile not even scratched surfacefacewithtearsofjoy,OFF,UNT,,Untargeted Offense,1
martin not fucking night liable stop laugh as facewithtearsofjoy,OFF,UNT,,Untargeted Offense,1
user remember fuck,OFF,UNT,,Untargeted Offense,1
not stunting shit ya momma not know half shit put thru irritating soul brush,OFF,UNT,,Untargeted Offense,1
user would like one random guy see wife as boob,OFF,TIN,IND,Targeted Offense - Individual,1
user user make reveal corruptionlaughing loud facewithhandovermouthlaughingfacewithhandovermouthlaughing stupid indeed,OFF,TIN,GRP,Targeted Offense - Group,1
want love somebody son not look stupid allconfusedface,NOT,,,Not Offensive,0
night talking get life together night,OFF,TIN,GRP,Targeted Offense - Group,1
people literally discus life like know weird as ifs fan behavior shorty facewithrollingeyeswearyfacepersonfacepalmingmediumdarkskintonefemalesign,OFF,UNT,,Untargeted Offense,1
talking shit anyone else must remind bitch pull find upsidedownface,OFF,UNT,,Untargeted Offense,1
user user f cunt come,OFF,TIN,IND,Targeted Offense - Individual,1
hi welcome lucas shit post hell overheard stuff oh significant furry think instant message insert slur,OFF,UNT,,Untargeted Offense,1
mean pretty boy stretch ugly like dream,OFF,UNT,,Untargeted Offense,1
hugging shit,OFF,UNT,,Untargeted Offense,1
someone fucking love already holy shit dick got suck get love around,OFF,UNT,,Untargeted Offense,1
user user user user actual fuck dropping keep my wait,OFF,UNT,,Untargeted Offense,1
user spoiler alert george set corrupt demo hillary like president trump fisabringsdownthehouse,OFF,TIN,IND,Targeted Offense - Individual,1
user instant message worst cousin ever excuse loo,NOT,,,Not Offensive,0
fuck fuck fucked fucked hate dog hate friend user,OFF,TIN,IND,Targeted Offense - Individual,1
fuck lately,OFF,UNT,,Untargeted Offense,1
bout long as boring as night geez personfacepalmingmediumskintonefemalesign,OFF,UNT,,Untargeted Offense,1
user give sound wack fuck,OFF,TIN,IND,Targeted Offense - Individual,1
user fuck wrong mantbht,OFF,UNT,,Untargeted Offense,1
user user failed sent million time damn shit not happened local manloudlycryingfaceloudlycryingface,OFF,UNT,,Untargeted Offense,1
nazi germany nothing wrong god night hundredpointshundredpoints,OFF,TIN,GRP,Targeted Offense - Group,1
got uncomfortable shit get comfortable,OFF,UNT,,Untargeted Offense,1
fuck opened snapshot died,OFF,UNT,,Untargeted Offense,1
men not shit woman not shit fuck ted talk,OFF,TIN,GRP,Targeted Offense - Group,1
user said uhlan racist disgrace apologize,OFF,TIN,IND,Targeted Offense - Individual,1
not fuck disney passive aggressive bitch not shit,OFF,TIN,OTH,Targeted Offense - Other,1
user fuck bitch,OFF,TIN,IND,Targeted Offense - Individual,1
user user uh racist,OFF,TIN,IND,Targeted Offense - Individual,1
somebody bed think going stop talking dick just hiatus break as not,OFF,UNT,,Untargeted Offense,1
user user whoa careful coop not throwing shit like internet eye everywhere man,OFF,UNT,,Untargeted Offense,1
fuck think mean need update,OFF,UNT,,Untargeted Offense,1
everybody chill shit came world cup prize money got deadly twitter found,OFF,UNT,,Untargeted Offense,1
user hi received no response still no service hell going,OFF,TIN,OTH,Targeted Offense - Other,1
hate brainwashed female really think end goal marriage,OFF,TIN,GRP,Targeted Offense - Group,1
bitch want minho befriend clown think kind energy fuck,OFF,UNT,,Untargeted Offense,1
day might thug come house like chuck jogging suit bitch make jogging look cool,OFF,UNT,,Untargeted Offense,1
harder look flying seat pant sitting as day,OFF,UNT,,Untargeted Offense,1
user not even much as man need touch,OFF,UNT,,Untargeted Offense,1
user well fun kicking as always fun thing,OFF,TIN,IND,Targeted Offense - Individual,1
sometimes necessary put shit hold handle business,OFF,UNT,,Untargeted Offense,1
user instant message fucking bitch god instant message not ready not wait,OFF,UNT,,Untargeted Offense,1
no tear eye shit idea,OFF,UNT,,Untargeted Offense,1
told shitty girl kept gassing like shit maybe not depression ha haeyesdroolingface,OFF,UNT,,Untargeted Offense,1
user not give damn illegalsthe demo support hate,OFF,TIN,GRP,Targeted Offense - Group,1
user go prove axiom happens send idiot university get welleducated idiot,OFF,TIN,IND,Targeted Offense - Individual,1
not anyone talk no one like instant message really stupid like sign dead,NOT,,,Not Offensive,0
first not even know bitch defining line ant cycle,OFF,UNT,,Untargeted Offense,1
really trina change day halloween ugly as kid,OFF,TIN,GRP,Targeted Offense - Group,1
good twitter without toxic gobbet shit mark lethal cough every day,OFF,UNT,,Untargeted Offense,1
user fuck henceforth refer side character monday zrileconfusion,OFF,TIN,IND,Targeted Offense - Individual,1
user problem showed as whole baseball community,OFF,UNT,,Untargeted Offense,1
user yeah apple got shit f,OFF,TIN,OTH,Targeted Offense - Other,1
worth spending shoe sport shoe significant fuck life,OFF,UNT,,Untargeted Offense,1
user am one tear eye one tear eye looked away sprinkle shit drink not give fuck facewithtearsofjoyrollingonthefloorlaughingfacewithtearsofjoy,OFF,UNT,,Untargeted Offense,1
drink bought college shit nasty fuck,OFF,UNT,,Untargeted Offense,1
ok miss people not fuck more remember not ya life anymore,OFF,UNT,,Untargeted Offense,1
fuck worst night terror,OFF,UNT,,Untargeted Offense,1
committed suicide least real night killed,OFF,TIN,GRP,Targeted Offense - Group,1
took hour nap work still feel like shit pleadingface,OFF,UNT,,Untargeted Offense,1
night bought hooker ga not kill night paying nude nowsleepyface,OFF,TIN,GRP,Targeted Offense - Group,1
user user fuck would know disgusting thing say victim sexual assault,OFF,UNT,,Untargeted Offense,1
longdistance relationship not really work suck,OFF,UNT,,Untargeted Offense,1
user want louise use mute block shit piss find tl generally like,OFF,UNT,,Untargeted Offense,1
user facewithtearsofjoyfacewithtearsofjoyshe always trying as,OFF,TIN,IND,Targeted Offense - Individual,1
not understand trump supporter get significant upset defensive racist exactly racist voted,OFF,TIN,GRP,Targeted Offense - Group,1
user another example democratic led hell hole,NOT,,,Not Offensive,0
user night need block ugly bitch face persontippinghanddarkskintonemalesign,OFF,TIN,IND,Targeted Offense - Individual,1
not even sex family yet chapter textbook alludes existence threatening idiot,OFF,UNT,,Untargeted Offense,1
aries aries annoying piece shit nod everything say go dumb shit anyways like babysitting child,OFF,UNT,,Untargeted Offense,1
ryan beatty could de beat not think would hurt try dunk literally stab motherfucker day,OFF,TIN,IND,Targeted Offense - Individual,1
user stuck foot like going tie bitch laughing loud,OFF,UNT,,Untargeted Offense,1
user user user doubt would bankrupt got fined giving people shit,OFF,UNT,,Untargeted Offense,1
user ewe august skull like brother shit,OFF,UNT,,Untargeted Offense,1
user feel like getting heart grated put pit hell not wish even worst enemy,NOT,,,Not Offensive,0
mild pleasant lenient harsh gross strict gradually turn behavior,NOT,,,Not Offensive,0
user fuck out bull shit sad truth street even,OFF,UNT,,Untargeted Offense,1
owner strict hell though reputation,OFF,UNT,,Untargeted Offense,1
user make hell,OFF,UNT,,Untargeted Offense,1
ewe fuck weed man weed bitch fucking text man text,OFF,TIN,IND,Targeted Offense - Individual,1
user screwing native american opportunity pretending one racist maybe sit one chief,OFF,TIN,IND,Targeted Offense - Individual,1
energy flexedbicepsmediumdarkskintoneif not christian hearing plan life would sound stupid,OFF,TIN,GRP,Targeted Offense - Group,1
user greatest boxer planet ever seen anyone disagrees sick head brush,NOT,,,Not Offensive,0
mile getting dragged trivial shit thread dizzy,OFF,UNT,,Untargeted Offense,1
office am fucking tired,OFF,UNT,,Untargeted Offense,1
ymir significant fucking hot wish christa,OFF,UNT,,Untargeted Offense,1
user bitch goth call bitch hate dusty as phone,OFF,TIN,OTH,Targeted Offense - Other,1
obvious fuck already,OFF,UNT,,Untargeted Offense,1
user dumb statement authorized government search gun not smart,OFF,TIN,IND,Targeted Offense - Individual,1
fuck accidentally got fat,OFF,UNT,,Untargeted Offense,1
not fucked sleep significant hot much pussy sleep without blanket keep hearing shit,OFF,UNT,,Untargeted Offense,1
user user user user user user not take idiot seriously convinced white,OFF,TIN,IND,Targeted Offense - Individual,1
user african asian use shit,OFF,TIN,GRP,Targeted Offense - Group,1
shorty said bitch fake gay really gay come fuck right could not agree,OFF,TIN,GRP,Targeted Offense - Group,1
user user user user user say every liberal fucking tear eye man,OFF,TIN,GRP,Targeted Offense - Group,1
hate insecure as female get heart broke one tear eye start acting like night slightlyfrowningface,OFF,TIN,GRP,Targeted Offense - Group,1
god know many time handled unbearable shit heart shattered cry not leave,OFF,UNT,,Untargeted Offense,1
nick michelle dirty front teeth live mom not afford shit shoe got ask mom shit,OFF,TIN,IND,Targeted Offense - Individual,1
hate notify mobile ape fuck shit suck not feel like paying premium,OFF,TIN,OTH,Targeted Offense - Other,1
brush girl know shit significant not hide anything truth come regardless,OFF,UNT,,Untargeted Offense,1
ok significant delete reunion really really fuck let rant,OFF,UNT,,Untargeted Offense,1
everyone music industry especially upcoming lotconfusion know scare shit,OFF,UNT,,Untargeted Offense,1
user disgusting amp need arrested thought hope am saw,OFF,TIN,IND,Targeted Offense - Individual,1
user aye for que shit fucking trash dawn get fuck airway video,OFF,TIN,OTH,Targeted Offense - Other,1
even douglas know daddy piece shit told boldandbeautiful,OFF,TIN,IND,Targeted Offense - Individual,1
wax brat of hope lbj spank soon laughing as wen sing wen sing though significant fucking adorable,OFF,TIN,IND,Targeted Offense - Individual,1
white house dodo take forever fry get weak as oil,OFF,UNT,,Untargeted Offense,1
loo drunk bold as shit sober would not newmoonface,OFF,UNT,,Untargeted Offense,1
shame day tainted crazy bitch facewithrollingeyesfacewithtearsofjoy,OFF,TIN,IND,Targeted Offense - Individual,1
bbcnews fuck son bitch,OFF,TIN,IND,Targeted Offense - Individual,1
user user retreating russian bitch tweet traitor,OFF,TIN,IND,Targeted Offense - Individual,1
swear nobody go shit person good heart,OFF,UNT,,Untargeted Offense,1
user agree instead tweeting shit downgrade people help instead,OFF,UNT,,Untargeted Offense,1
user wow not know racist white woman black woman nice day,OFF,TIN,GRP,Targeted Offense - Group,1
holy shit not stop eating,OFF,UNT,,Untargeted Offense,1
bad testing honest instant message fucking boring personfrowningface,OFF,UNT,,Untargeted Offense,1
want fucking die mate significant hard,OFF,UNT,,Untargeted Offense,1
heard sum bout go hear u ion give fuck,OFF,UNT,,Untargeted Offense,1
everyone need sit talk shit,OFF,UNT,,Untargeted Offense,1
user man racist sad see republican senator ok sad day country,OFF,TIN,IND,Targeted Offense - Individual,1
user user not know sure hit shit happens eye,OFF,UNT,,Untargeted Offense,1
user gay would sort disposable income buy shit also living together,OFF,TIN,GRP,Targeted Offense - Group,1
user fuck maxwell,OFF,UNT,,Untargeted Offense,1
user user according left racist anything unless agreeing,OFF,TIN,GRP,Targeted Offense - Group,1
already pain amp fucking cry not shit stressing,OFF,UNT,,Untargeted Offense,1
ever love someone never met laughing as shit funny,OFF,UNT,,Untargeted Offense,1
demdebate set like shit quiz show looked like attempting robot,OFF,TIN,OTH,Targeted Offense - Other,1
scolded squad stupid actswaiting news,OFF,TIN,GRP,Targeted Offense - Group,1
like chill suppose homie get gay shit,OFF,TIN,IND,Targeted Offense - Individual,1
user fuck wrong people feel like one time theist punch acceptable response,OFF,UNT,,Untargeted Offense,1
coming idiot not spell truly slap ugly flower crown gay face idiot bbnaijauser truly dot senseyou like tasha protecting bird feather personshruggingmalesign,OFF,TIN,IND,Targeted Offense - Individual,1
tired telling people fuck people fuck facewithstuckouttongueclosedeyes,OFF,UNT,,Untargeted Offense,1
wife home shit right,OFF,UNT,,Untargeted Offense,1
user fucked,OFF,UNT,,Untargeted Offense,1
user significant my neighbor postie devon quiz master sick grinningface hope go wellthumbsup,OFF,UNT,,Untargeted Offense,1
user fuck fucking,OFF,UNT,,Untargeted Offense,1
might fuck around die desert,OFF,UNT,,Untargeted Offense,1
yes sorry rokurou got dick stuck ceiling fan,OFF,TIN,IND,Targeted Offense - Individual,1
user user grafting cunt benefit corruption card,OFF,TIN,IND,Targeted Offense - Individual,1
wish dick significant could fuck,OFF,UNT,,Untargeted Offense,1
user hah hell wearing age get cold easily put damn clothes hag,OFF,UNT,,Untargeted Offense,1
girl next train got tuna sandwich fuck illegal,OFF,TIN,IND,Targeted Offense - Individual,1
user muslim pushing agenda playing victim facevomitingfacevomiting,OFF,TIN,GRP,Targeted Offense - Group,1
user trump lie theft narcissist racist rapist disgrace wake america,OFF,TIN,IND,Targeted Offense - Individual,1
not seen fan weird me significant long whole convoy amusingokay fiction mv spaceship background literally clicked head fuck,OFF,UNT,,Untargeted Offense,1
user roasted shit user loudlycryingfaceloudlycryingface,OFF,UNT,,Untargeted Offense,1
user brush mf shit banana,OFF,UNT,,Untargeted Offense,1
aah hell familyguy,OFF,UNT,,Untargeted Offense,1
shit annoying like fuck think anime come,OFF,UNT,,Untargeted Offense,1
yo remembers lung tune ma flow reggeaton album shit dead's popped playlet laughing loud shit brought back,OFF,UNT,,Untargeted Offense,1
add top shitty bullshit going,OFF,UNT,,Untargeted Offense,1
going al sharpen claiming conman hate white going another stupid round racism,NOT,,,Not Offensive,0
user user user idiot approved going,OFF,UNT,,Untargeted Offense,1
user spitting gross fuck nauseatedface not even comprehend fuck thing,OFF,UNT,,Untargeted Offense,1
would big as then wish butt big attitude,OFF,UNT,,Untargeted Offense,1
user user clownhypocrite night jehu air sold try another tacticshis head neck like tum walewale,OFF,TIN,IND,Targeted Offense - Individual,1
not post video black people fighting nor condone saw funny fuck laughing loud almost shared,OFF,UNT,,Untargeted Offense,1
woke sick fuck pro kind life,OFF,UNT,,Untargeted Offense,1
user user user making total fool carried secret service laughing loud,OFF,TIN,IND,Targeted Offense - Individual,1
imagine spelling mcdonald's macdonald proper insane people,OFF,TIN,GRP,Targeted Offense - Group,1
user high school movie still fucking kid,OFF,UNT,,Untargeted Offense,1
user wow hell wrong pathetic ashamed racist scumbag,OFF,TIN,IND,Targeted Offense - Individual,1
yo guy actual pussy stupid as,OFF,TIN,IND,Targeted Offense - Individual,1
different specie rat proven racist specie known democrat,OFF,TIN,GRP,Targeted Offense - Group,1
user let fuck wearyfacewinkingfaceim year old good dick,OFF,TIN,IND,Targeted Offense - Individual,1
user every tear eye see oomph loop want beat shit somebody,OFF,TIN,IND,Targeted Offense - Individual,1
feeling like blue mental illness actual disease fuck girl going want bummed,OFF,UNT,,Untargeted Offense,1
user user reason went jail reason go back disgusting,OFF,TIN,IND,Targeted Offense - Individual,1
user look way dancing table front white people fan look stupid,OFF,TIN,IND,Targeted Offense - Individual,1
user better not get transfer ban shit,OFF,UNT,,Untargeted Offense,1
user anyone worried debt climate idiot,OFF,UNT,,Untargeted Offense,1
sad fucking fuck,OFF,UNT,,Untargeted Offense,1
user thank god democrat sound like fucking republican,OFF,TIN,GRP,Targeted Offense - Group,1
user cunt go learn argue idiot,OFF,TIN,IND,Targeted Offense - Individual,1
feel like wasted whole teenage year depressed sack shit,OFF,UNT,,Untargeted Offense,1
ever sit thinking want fuck life person talking,OFF,UNT,,Untargeted Offense,1
fuck say,OFF,TIN,IND,Targeted Offense - Individual,1
user keep box top go along wow fat,OFF,UNT,,Untargeted Offense,1
son crazy memory random fuck happy face smiley asking shit month ago,OFF,UNT,,Untargeted Offense,1
user user user user exactly sexy as,OFF,UNT,,Untargeted Offense,1
user mean bad communication nebula fucked made look daft whole africa,OFF,TIN,IND,Targeted Offense - Individual,1
oddly relevant today happened beef dumb it puritan earlierthe criminalization sex work supported people ignorant sex work,OFF,TIN,GRP,Targeted Offense - Group,1
crazy fuck someone got something going energy vampire as night man wicked,OFF,TIN,GRP,Targeted Offense - Group,1
listen deep suck scene gill ugh going sick theboystv x,OFF,TIN,OTH,Targeted Offense - Other,1
user user fucking dived clear day,OFF,UNT,,Untargeted Offense,1
user f way hell absolutely unhinged despicable thee con man,OFF,TIN,IND,Targeted Offense - Individual,1
never argue idiot drag level communicating,NOT,,,Not Offensive,0
none bitch relate,OFF,TIN,GRP,Targeted Offense - Group,1
user worst factchecker ever fucking worst seenoevilmonkey,OFF,UNT,,Untargeted Offense,1
user divorce as,NOT,,,Not Offensive,0
read fucking mango,OFF,UNT,,Untargeted Offense,1
honestly shit significant dumb national anthem military march god damn debate,OFF,UNT,,Untargeted Offense,1
bitch high fuck user brought chip going cry love significant much pleadingfacepleadingface,OFF,UNT,,Untargeted Offense,1
not want hear anyone crap thisskullthey make security guard rush hug good,OFF,UNT,,Untargeted Offense,1
carrot two truly dumbest myers inhabit ape stopped associating,OFF,UNT,,Untargeted Offense,1
user know point seen coming instant message stupid instant message sorry,OFF,UNT,,Untargeted Offense,1
looking bitch like lost something wit got foot dick plate make eat facewithtearsofjoy,OFF,TIN,IND,Targeted Offense - Individual,1
gone fight want amp bullshit wit not give fuck hundredpoints,OFF,UNT,,Untargeted Offense,1
user user shit brass,OFF,UNT,,Untargeted Offense,1
id take classy cousin took fucking astronomy class thinking astrology lmfaoaoaoaoaoaoaoaoaoaoaoaooaiaiaiiaaiiaiaiaiaiaioaoaoaoaoa instant message dead,OFF,UNT,,Untargeted Offense,1
user trumpet would totally listening without race card fuck outta shit tom,OFF,TIN,IND,Targeted Offense - Individual,1
fr though wound hurt like fellow stop pain,NOT,,,Not Offensive,0
user fuck saw episode read mind,OFF,UNT,,Untargeted Offense,1
fuck btycll hate,OFF,TIN,GRP,Targeted Offense - Group,1
user user user always said total bitch behind scene,OFF,TIN,IND,Targeted Offense - Individual,1
laughing as tim ryan stole half user slogan hit fucking brick wall wow fuck tim sad,OFF,TIN,IND,Targeted Offense - Individual,1
instant message king generation fuck bitch no hesitation air son bet,OFF,UNT,,Untargeted Offense,1
honest loyal earth person people still fuck,OFF,UNT,,Untargeted Offense,1
stupid scared horror movie usually watch hand covering face entire tear eye chain going,NOT,,,Not Offensive,0
moscowmitch got itch defend trump effing treason switch got called bitch ruble reason,OFF,UNT,,Untargeted Offense,1
sheldon amp streaking velma till bitch lost glass gave personfacepalmingmalesign,OFF,TIN,IND,Targeted Offense - Individual,1
user user wife corrupt done nothing baltimore term,OFF,TIN,IND,Targeted Offense - Individual,1
user disgusting thread though,NOT,,,Not Offensive,0
bitch going college psychology get manipulated night,OFF,TIN,GRP,Targeted Offense - Group,1
user user user shut fuck said no not,OFF,UNT,,Untargeted Offense,1
user kid dammit,NOT,,,Not Offensive,0
not make night loyalhundredpoints shit not taughtpersonshruggingmediumdarkskintonemalesign,OFF,TIN,GRP,Targeted Offense - Group,1
went buy new childish jumper sold crazy man gutted fuck user tgfbro childish user,OFF,UNT,,Untargeted Offense,1
really parody anybody little bit as,OFF,UNT,,Untargeted Offense,1
see gone jaw to night come bitch owe loyalty could care less hoehotface,OFF,TIN,IND,Targeted Offense - Individual,1
user racist word vocabulary,NOT,,,Not Offensive,0
real night either dead jail,OFF,TIN,GRP,Targeted Offense - Group,1
user boxful wearyface shit whole tear jerked,OFF,UNT,,Untargeted Offense,1
preach hate shit passionrunning social medium not woman enough sit n talk turnoff,OFF,UNT,,Untargeted Offense,1
need fuck hygiene,OFF,UNT,,Untargeted Offense,1
hate fake as girl talk shit friend repeatedly still hangout w smilingfacewithopenmouthcoldsweat,OFF,TIN,GRP,Targeted Offense - Group,1
report cop really live reputation fucking asshole wow,OFF,TIN,GRP,Targeted Offense - Group,1
user not let people racist decide not racist,OFF,TIN,GRP,Targeted Offense - Group,1
user shut god people idiot since everything racist bumbling fool nothing,OFF,TIN,IND,Targeted Offense - Individual,1
user fantastic piece advertising staying hell away,NOT,,,Not Offensive,0
want love night not cut hot girl,OFF,TIN,IND,Targeted Offense - Individual,1
user yeah man freed damn slave blood death meanwhile democrat fought keep slave blood death,OFF,TIN,GRP,Targeted Offense - Group,1
antideutsche german significant fucked understanding antisemitism israel structural power,OFF,TIN,GRP,Targeted Offense - Group,1
user choice take like day shit get shaking head,OFF,UNT,,Untargeted Offense,1
brush actually weird touching jackson wax figure gross shit,OFF,UNT,,Untargeted Offense,1
user user no deal eu fire perpetual fire economic hell,OFF,UNT,,Untargeted Offense,1
ion need nobody screenshotting shit sending nobody said said,OFF,UNT,,Untargeted Offense,1
ignored biggest fuck,OFF,UNT,,Untargeted Offense,1
hope brian good husband racy holding stupid pointless twitter grudge,OFF,TIN,IND,Targeted Offense - Individual,1
find fucker stole sugar cube box hate fuck piece shit,OFF,TIN,IND,Targeted Offense - Individual,1
need bad bitch smoke grass instant message accepting application,OFF,UNT,,Untargeted Offense,1
shit character go user significant relatable different aspect hit home,OFF,UNT,,Untargeted Offense,1
user fight beach pathetic little boy dream glory,OFF,TIN,IND,Targeted Offense - Individual,1
user user user user fuck,OFF,UNT,,Untargeted Offense,1
user user yikes sound racist latino stop division hate,NOT,,,Not Offensive,0
selfish bitch move right thur not want boyfriend right not want boy taken instant message playing field,OFF,TIN,IND,Targeted Offense - Individual,1
feeling mouse mad fucking foam should cost user,OFF,UNT,,Untargeted Offense,1
carlos not take fat bitch page facewithrollingeyes,OFF,TIN,IND,Targeted Offense - Individual,1
kid million playing fortunate struggling buy fucking greg's sausage roll,OFF,UNT,,Untargeted Offense,1
night so pissed cut wrong bitch amp actually keep facewithtearsofjoyfacewithtearsofjoyloudlycryingfaceloudlycryingfacetiredface,OFF,UNT,,Untargeted Offense,1
laughing loud tell bitch leave alone nicely,OFF,UNT,,Untargeted Offense,1
seriously fucking done apple shit ridiculous need phone work not connect anything faceswearingfaceswearing,OFF,TIN,OTH,Targeted Offense - Other,1
ever hate take shit school,OFF,UNT,,Untargeted Offense,1
peep shit move personwalkingmediumskintonemalesign,OFF,UNT,,Untargeted Offense,1
today fucking horrible sooner hot bath roasting better,OFF,UNT,,Untargeted Offense,1
user cop looked like dickheadpretty sure shitting pant,OFF,UNT,,Untargeted Offense,1
ever wipe or as n feel nerve converge base spine,OFF,UNT,,Untargeted Offense,1
little stupid as bitch not fucking,OFF,TIN,IND,Targeted Offense - Individual,1
not trust nobody shit laughing as try though e effort personshruggingmediumdarkskintonefemalesign,OFF,UNT,,Untargeted Offense,1
turn ringer go sleep ballgirl still on trash morning okay,NOT,,,Not Offensive,0
tyler bauer fucking nutcase,OFF,TIN,IND,Targeted Offense - Individual,1
fuck adam levine payphone trying call home get time,OFF,UNT,,Untargeted Offense,1
bye fake as stans want leave fandom cruel comment not come running back not boyfriend drop,OFF,TIN,OTH,Targeted Offense - Other,1
user racist stop attacking good people guatemala,OFF,TIN,IND,Targeted Offense - Individual,1
rise shine moron,OFF,UNT,,Untargeted Offense,1
user facebook suck as used use tear eye real name got unusable,OFF,TIN,OTH,Targeted Offense - Other,1
user elect idiot like user,OFF,TIN,IND,Targeted Offense - Individual,1
facewithtearsofjoyfacewithtearsofjoy knew fucked wearing shit around mill never forget see chased significant could throw snap jean short onnigga ran life facewithtearsofjoyfacewithtearsofjoy,OFF,UNT,,Untargeted Offense,1
kind want semester start already significant could distracted top shit,OFF,UNT,,Untargeted Offense,1
better shut hell suck inch humble bumble rumble jungle dick,OFF,TIN,GRP,Targeted Offense - Group,1
significant bout eating pussy thing sum night slipped started eating as look ya nasty as eater loudlycryingfaceloudlycryingface,OFF,TIN,GRP,Targeted Offense - Group,1
user cher idiot wonder,OFF,TIN,IND,Targeted Offense - Individual,1
user take yo as sleep,OFF,TIN,IND,Targeted Offense - Individual,1
user covert awe not expensive fucking covert price super low compared rarity,OFF,UNT,,Untargeted Offense,1
please stop getting ugly as tattoo seeing artist suck rollingonthefloorlaughingrollingonthefloorlaughing dying looking ya tat,OFF,TIN,GRP,Targeted Offense - Group,1
big lebowski white man friday accurate shit ever heard life,OFF,TIN,GRP,Targeted Offense - Group,1
fuck sex come lay head lap vent mean still gone fuck talk first,OFF,UNT,,Untargeted Offense,1
contrary popular belief not say hi first shy not bitch,OFF,UNT,,Untargeted Offense,1
user someday someone tell rising stans lose shit,OFF,UNT,,Untargeted Offense,1
fucking hell fucking loud,OFF,UNT,,Untargeted Offense,1
dear user fuck punk bitch sincerely city cleveland dawgcheck dawgcity dawgsup user,OFF,TIN,IND,Targeted Offense - Individual,1
download co star superstitious find reason day shit facesavouringdeliciousfood,OFF,TIN,IND,Targeted Offense - Individual,1
birthday two day mean one year closer moving nyx becoming rich bitch,OFF,UNT,,Untargeted Offense,1
user noah went optic tract lateral geniculate body superior folliculin like bitch f,OFF,UNT,,Untargeted Offense,1
guy vacation septic rental house blew fuck everythingsmellslikeshit,OFF,UNT,,Untargeted Offense,1
fucking hate nail salon using electric file nail looking away,OFF,UNT,,Untargeted Offense,1
season glee really bitch huh,OFF,UNT,,Untargeted Offense,1
not talk shit someone kid not expect get beat fuck guy laughing loud,OFF,UNT,,Untargeted Offense,1
want cuddle nasty shit,OFF,UNT,,Untargeted Offense,1
hate twitter man loudlycryingfaceloudlycryingfaceimagine sex night lisp ask pushy thigh,OFF,TIN,IND,Targeted Offense - Individual,1
one thing learnt scary film not buy rocking horse shit first thing ghost want move eye,OFF,UNT,,Untargeted Offense,1
hate hate alone not going around recruiting innocent people lame as liesmondaythoughts,OFF,UNT,,Untargeted Offense,1
hate mustang sound like pop tire think brass,OFF,UNT,,Untargeted Offense,1
user u can genius traditional outfit prince outfit souk bitch,OFF,TIN,IND,Targeted Offense - Individual,1
nothing like destiny child make feel like bad bitch,OFF,UNT,,Untargeted Offense,1
user god at punish people swear worst bank whole africa,OFF,TIN,OTH,Targeted Offense - Other,1
trina take someone daughter movie everyone want fuck,OFF,UNT,,Untargeted Offense,1
user awfully rude sorry deal shit like greenheartgreenheart,OFF,UNT,,Untargeted Offense,1
feel significant fucking ill nowhere,OFF,UNT,,Untargeted Offense,1
not waste tear eye hate shit,OFF,UNT,,Untargeted Offense,1
hacked hackedgod hate nigger significant much dirty stinky ape,OFF,TIN,GRP,Targeted Offense - Group,1
user two sit home practice talking point feel sad rating suck,OFF,UNT,,Untargeted Offense,1
jap left group cube sm trash send tweet,OFF,TIN,IND,Targeted Offense - Individual,1
user fuck plough inn fuck yates fa,OFF,TIN,OTH,Targeted Offense - Other,1
done shit,OFF,UNT,,Untargeted Offense,1
user pot racist racist racist racist racist racist dumptrump,OFF,TIN,IND,Targeted Offense - Individual,1
legit worst day topped fucking liberty user stopped ranch dressing livid,OFF,TIN,OTH,Targeted Offense - Other,1
user take yo as bed,NOT,,,Not Offensive,0
life never fail blow mind quickly shit change,OFF,UNT,,Untargeted Offense,1
user user user user maybe thought best mind fucking business tear eye,OFF,TIN,IND,Targeted Offense - Individual,1
need something good happen soon last week complete shit hard hell stay healthy mentally,OFF,UNT,,Untargeted Offense,1
thunderstorm put as sleep goodnight,OFF,UNT,,Untargeted Offense,1
need figure go bitch sleepy fuck,OFF,UNT,,Untargeted Offense,1
user milan bureau de change offered mate said fuck,OFF,UNT,,Untargeted Offense,1
gay people no clue significant stupid cry damn sorry hitting hard truthtype gay let predictive text finish mine gay happened last night overheard,OFF,TIN,GRP,Targeted Offense - Group,1
user deepthroat cock get tongue deep as please fuck ex,OFF,TIN,IND,Targeted Offense - Individual,1
user ugly weapon war ugly business,OFF,TIN,OTH,Targeted Offense - Other,1
