text,label_A,label_B,label_C
@USER Chocked the 5on like the bitch you are 😂🤷‍♂️,OFF,TIN,IND
i always thought saying men ain’t shit was dumb... but they really... yeah,OFF,TIN,GRP
The period of time it takes for facebook posts of Karachites to change from awesom mausam to fuck you KElectric is approximately 8 mins.,OFF,UNT,
@USER I want suck,NOT,,
@USER Aww that sucks.,NOT,,
every single person can fuck off going to ibiza this morning 🤬🤬🤬🤬🤬🤬,OFF,UNT,
When you got rejected nicely don’t talk shit about the person,OFF,UNT,
"he needs to close them both before he lets flies in the damn houseWhen God closes a door, He opens a window 💫✨",OFF,UNT,
Stop deleting meme accounts and start deleting those nsfw accounts that keep fucking adding me to group chats thanks xx,OFF,UNT,
@USER @USER What the fuck does it matter to you,OFF,TIN,IND
@USER @USER @USER Are you incapable of reading or are u you just mentally ill? I've had enough mate goodbye,OFF,TIN,IND
I get to work hop on here co workers around and shit and this nigga @USER been wildin with the retweets damn no warnin or nothin 😂😂😂😂,OFF,UNT,
i really had a dream my coworker let my cat out the house and when i got my cat back inside i beat the fuck outta her 😭 lmaoo,OFF,UNT,
@USER Lol you funny as shit,OFF,UNT,
@USER How do I collect these human sized trolls now😂,NOT,,
u do not is the lying kahit you're caught in bisto is the worst thing,OFF,TIN,IND
@USER @USER The fuck is parenthesis and exponents supposed to mean.. I'm to dumb for this,OFF,UNT,
Soon anyone not bowing to Baal will be deemed a Terrorist. #RevolutionNow 🔥,OFF,UNT,
I can’t wait to get another car! I can’t deal with inconsiderate ass septa,OFF,UNT,
@USER @USER Shut up what is ur contribution then she is pride of ummah and dauhter of ummah u such a cheap hyprocrate,OFF,TIN,IND
everyone in this show is so fucking dumb i love it 😭😭,OFF,UNT,
Hate the sin not the sinner...,NOT,,
Idk who needs to hear this but your pussy smells fine girl you dont need that summers eve lilac bullshit.,OFF,TIN,IND
"Nun These Bitches Ever Had My Back Fr , Thats Why It’s Fuck Em💯",OFF,TIN,OTH
"somebody come suck my dick and eat the hell out my ass while you down there, too",OFF,UNT,
@USER @USER Like all politicians ok still they open their mouths and start telling bullshit and lies !,OFF,TIN,GRP
im sick of this wack ass summer 😂😂,OFF,UNT,
what border agent let those snakes on a plane? did they have passports? i bet you those snakes did not have any legal identification,OFF,TIN,GRP
@USER @USER bro gotta have a PhD to come up with shit as complex as this,OFF,UNT,
@USER @USER @USER Probably explains you are so stupid using the American spelling dude you cheeseburger.,OFF,TIN,IND
The more loyalty and respect I show to people. The more people disrespect the fuck outta me‼️,OFF,UNT,
not @ the fact the girl who got fucked to fancy was in a lesbian gc.....,OFF,TIN,IND
I just need someone to make out with me and fuck me???? Like ugh c'mon,OFF,UNT,
TI about to be the most fun sponge shit show seeing as tinker and invoker have been buffed.,OFF,UNT,
@USER I feel you halfway i cant even stand for too long ill start getting lightheaded shits krezii,OFF,UNT,
Lmao man it can pain to be so fucking wrong sha. &amp; She was super off.,OFF,TIN,IND
"Last night I watched the Democrats throwing shit up against the wall, and none of it stuck.",OFF,TIN,GRP
@USER @USER fair enough. I did not know the shefali woman is an insidious bigoted piece of shit.,OFF,TIN,IND
@USER @USER lol u made a point that fifa is pay2win and a shitty game just because of the fact,OFF,TIN,OTH
Mighty fuck around &amp; catch feelings to then get hurt and become a cold hearted bitch xo,OFF,UNT,
"Bruh I can't force anyone or family to be apart of my life anymore, real shit 💯 lol life though fr fr 🤷‍♀️",OFF,UNT,
@USER 238 followers tells me you’re the dumb F-u k making up Shiit,OFF,TIN,GRP
"@USER @USER @USER @USER ""I got a little penis, it's pathetic! Would a spy pee himself?!""",OFF,UNT,
Ovies just introduced a bird of porn hub to his fam heavyyyyy,NOT,,
haven’t flewn southwest in a while and them not having assigned seats is honestly the dumbest shit,OFF,TIN,OTH
I swear @USER makes you like character just so he can kill them and break your heart. Stop making me feel all the feels 💔😭😂,OFF,TIN,IND
On my soul I will never allow no shit like this to happen again,OFF,UNT,
"Ariana fucked up and no one is cancelling her bc y'all are up her ass, if u support what she said, unfollow me rn, it's disgusting",OFF,TIN,IND
Honestly they're not even pretty and the music sucks.... What do people see??,OFF,TIN,OTH
@USER Uncle Tom trailer park ass kisser. Shut the hell up!.,OFF,TIN,IND
bitch is dumb and bitch is sm. what did they expect,OFF,TIN,IND
"Some people will never like me, and I will never give a fuck",OFF,UNT,
"It’s possible 🤪🤩we can jus be friends and still fuck , it ain that deep 😳",OFF,UNT,
"Hit me the fuck up, Cap. I would love some.Morning to everyone as well, who wants some coffee?",OFF,UNT,
"again, trust your ideas ,be your biggest cheerleader and be smart about it cause fuck em",OFF,UNT,
"its coming back, can someone please call me im so scaredwhat the fuck there was a loud ass noise coming from outside &amp; im literally so fucking scared rn what the fuck",OFF,UNT,
"@USER Bunch of retards tryna act ""woke"" and deep as fuck when they're just hypocrites",OFF,TIN,GRP
Just wanna be laid up with my girl but nope. Work said that sucks come on in buddy 🙄,OFF,UNT,
This is the dumbest shit the read all dayI can’t believe middle class college students hate seeing poor college students get more aid than them ???? lmao ?,OFF,UNT,
we grown as fuck! speak on how you feel or keep it pushinggg,OFF,UNT,
I’m so ready to get out of this damn country lol ya don’t even know,NOT,,
"Fuck catching this love y’all deserve to be catching these hollow tips, the fuck.",OFF,UNT,
"Might as well delete their numbers really it is easier.I’ve muted everyone I’ve blocked coz as much as I don’t want you to see my shit , I don’t wanna see your shit either.",OFF,UNT,
playing the role of a fool gon fuck wit ya ego especially if you can’t keep your composure.. I promise this life ain’t fa everybody,OFF,TIN,IND
"@USER @USER Fuck off, they're not at all the same thing.",OFF,TIN,IND
"Can’t win with that argument!It's nearly August 2019 and Democrats still think that calling Trump ""racist"" is a good election strategy or that anyone cares. Incredible.",NOT,,
@USER I’m finna hit that mfkin block button on yo ass if you keep on with the buffoonery!!!!,OFF,TIN,IND
bruh how's my boy gonna deny me entrance to his home because he's fucking some chick and it's raining 😭💀,OFF,UNT,
im done reading the tfa script that shit makes me so sad,OFF,UNT,
"@USER The stupidity is immense, I'm sure their grandads will be spinning around in tha graves.",OFF,UNT,
Just reminiscing 😂 I had to laugh at how irrelevant all that shit is now,OFF,UNT,
@USER @USER @USER Never followed this Mir Jaffar at first place. He is a traitor .,OFF,TIN,IND
@USER Who the fuck was he watching the last 4 months of the season he was brilliant! Some blues chat shit 🤦🏻‍♂️,OFF,TIN,IND
I'm having this scary pain in my head it's not a headache but some thing more painful,NOT,,
"Unfair how ""hes a mommas boy"" becomes a justification for a whole man to act like a useless piece of shit. I dont fuck with that. At all.",OFF,TIN,IND
It’s like your car can sense when you’re broke and that’s when it decides it wants to fuck up,OFF,UNT,
I DO NOT VOTE FOR DIFFERENT FLAVORS OF SHIT.  Shit = shit to me.  Do not get it twisted.,OFF,UNT,
@USER And hes gonna be gone later this afternoon.  Thanks for starting shit.,OFF,TIN,IND
“ fat bitches never show their face only their cleavage” 😂😂😂 I HATE HIM,OFF,TIN,IND
what the actual fuck,OFF,UNT,
ghosting ppl is toxic. proud ka na nang-ghost ka? HAHAHAHA what a piece of trash.,OFF,UNT,
if you're reading this you're gay and going to hell,OFF,TIN,IND
LOL SOMETIMES I RLLY WONDER WHO THE FUCK PPL THINK THEY ARE😂🤣🥴🙄😴,OFF,UNT,
=@USER I was going to until I saw your fine ass.,OFF,TIN,IND
Shout out to the lord I like All the Tortoise on cock When a stranger miss you like a nigga think he coming at his fucking,OFF,TIN,IND
my dick sore and i cant beat the shit out of it,OFF,UNT,
@USER @USER The planet is burning to the ground but let’s make clown ass tweets instead of going out and doing something ourselves.,OFF,TIN,IND
you want me or not? cus you holding up the fucking line.,OFF,UNT,
@USER Theres apps that do tell you your standby shit screen time mommy,OFF,UNT,
Dream About Power &amp; Money!...You Must Work Hard For That Shit!.,OFF,UNT,
@USER Lmao bihhh dis what u do to your homies in Fairbanks fuck you talking bout ? ðð§,OFF,TIN,IND
"Guys I'm sorry to tell you, I'm actually not trans :/ I'm just a cis guy with a girl's body god I'm so fucking sorry",OFF,UNT,
at this age if you can’t swallow your pride when it comes to certain shit you still have growing up to do,OFF,UNT,
@USER Yes he is a racist and so are you.,OFF,TIN,IND
@1984to1776 My mans said fuck this job and those kids lmao,OFF,UNT,
@USER @USER Distorted?!! 🤣🤣 @USER you mean he exposing all the lying rat politicians getting Rich off their own! #CNNsucks,OFF,UNT,
I Want Cash Fuck The Clout 💯🗣,OFF,UNT,
Most lewd subs don’t contribute anything. They just take the dick and act like they have big sad to get pity e-sex.,OFF,UNT,
I laugh at the dumbest shit,OFF,UNT,
Today was a very humbling day as in I looked fucking ugly,OFF,UNT,
I never go to the bitch. I'm scared of drowning! 💀💀,OFF,UNT,
fuck u2 and their shitty fucking album how many times do i have to delete that fucking atrocity from my phone FUCK OFF,OFF,TIN,IND
@USER First I was gobsmacked now ten mins later it’s hilarious how over reactive and stupid people can be 😂,NOT,,
this fat bitch kat or whatever is so cringy i cant force myself not to skip her scenes,OFF,TIN,IND
"the fuck i look like proving a point to you ? bitch, move.",OFF,TIN,IND
@USER And he wants to be president what a piece of shit,OFF,TIN,IND
"Welp. A motor rider almost hit me, he’s so arrogant but when I show him my office ID he became this apologetic bitch.",OFF,TIN,IND
@USER @USER @USER Gosh look who came as well😭I won’t hear the end of it from this punk nigga,OFF,TIN,IND
@USER Wow! Nasty man! Personal insults do not become you. He has really riled up the liberal lefties and it’s fantastic to watch,OFF,TIN,IND
@USER @USER @USER This bitch has 24 followers- not even worth your time~,OFF,TIN,IND
@USER Grosjean is a twat.,OFF,TIN,IND
Niggas b like âask bout meâ I did they said u was a bitch,OFF,TIN,GRP
Rico Nasty is actually that bitch,OFF,TIN,IND
"@USER As a man, I need to inform you Stefan that your view is fucking archaic and you need to shut the fuck up!",OFF,TIN,IND
How y’all mtf’s hack this shit to get all those followers and retweet’s 🤷🏾‍♂️?,OFF,UNT,
Hollister Gilroy San Jose and Watsonville  peeps be safe ❤️ I love y’all  this is fucking nuts,OFF,UNT,
"@USER @USER Nice justifications, hows your DA friend doing? I hear they’re building a case against you, sucks to suck",OFF,TIN,IND
"@USER A woman who sucks d, without obligation &amp; force, but simply for her pleasure is a fuckin Goddess &amp; should be worshipped",OFF,UNT,
"@USER @USER @USER It is natural to dislike an awful, racist, misogynistic, liar. Good people make good choices.",OFF,TIN,IND
"“who hurt you” bitch i did, i knew better and still didn’t do better.",OFF,UNT,
@USER This is why I don’t feel bad about Dolan kicking y’all out. Hope he buys the post and fires your sorry ass.,OFF,TIN,IND
@USER @USER If you don’t got anything nice to say shut the fuck up.,OFF,TIN,IND
honestly gwen SOLD the white book scene because that script didn't give her shit to work with,OFF,TIN,IND
Nicole aren’t you tired of looking fucking crazy it just blows me 🤦🏾‍♀️🤦🏾‍♀️🤦🏾‍♀️ #90DayFiance,OFF,TIN,IND
"@USER Oh, turn off I would've explained then been like oh you insecure insecure and that would be the end of dating him",OFF,TIN,IND
@USER @USER Trump points out that black people are getting screwed and HE is the racist?,NOT,,
I waste a LOT of water masturbating in the shower for someone who claims to give a shit about the environment...,OFF,UNT,
@0nlyTaylorr I’m bouta fit my shoe up ya ass.,OFF,TIN,IND
The Mets are so disillusioned that they are BUYING at the deadline? What. In. The. Fuck.,OFF,UNT,
I might act like i don’t care but shit really b eating me up,OFF,UNT,
@USER I’m not playing with her sneaky ass.,OFF,TIN,IND
A genuinely could not give a flying fuck about what anyone thinks of me and a love it,OFF,UNT,
why the fuck do i keep missing people i can't talk to?,OFF,UNT,
this whole mfn city filled wit a whole bunch of fraud wannabes💯 BE YOURSELF AND YOUR OWN DAMN PERSON❗️we all know who you really is🥶,OFF,TIN,OTH
"Reminds me of when I bought someone lunch and got it delivered to his ""office""  kante🤣🤣🤣This mans asked me for airtime and what did my dumb ass self do? I bought mans the airtime, kanti it’s not for his number yiNumber kaMam 🙃",OFF,UNT,
@USER @USER @USER @USER Why the fuck you entertain a victim ffs? Inbreds the lot of them.,OFF,TIN,IND
@USER ??? Seriously? Yet the dwarfs still gave him an endorsement! Its people like you that make fine girls look stoopid.,OFF,TIN,GRP
When you are late you basically telling the people waiting for you. Fuck You and your time.,OFF,UNT,
@USER @USER You fucker he said if a mother and a child walk a 1000 miles..dont fucking twist the words,OFF,TIN,IND
that whole ‘hot girl’ shit is just an excuse for bitches to be they true selves 😂😂😂😩,OFF,TIN,GRP
“NoT aLl MeN” bitch Ik I like this vid and a majority of y’all ARE TRASH BC U ALLOW URSELF TO BE TRASH,OFF,TIN,GRP
Nah on some real shit I miss my ex cause he was a funny ass nigga. He would have me cackling,OFF,TIN,IND
"@USER @USER Of course, they are bloody bias, it's the fucking livelihood of their members at stake.",OFF,UNT,
do i say fuck it and order a 35mm rn,OFF,UNT,
@USER @USER how stupid! this person obviously do not  know the mandate of the PCSO.,OFF,UNT,
"@USER @USER A fraud of the highest order, shame on his idiot voters",OFF,TIN,IND
@USER All that for IG tho 😫 a app that he shuttin down and shit,OFF,UNT,
@USER @USER @USER Raab lying through his teeth again.,OFF,TIN,IND
Caught that fool Mario Lemos sucking dick behind the baby momma projects in grants with my $40 for some meth!!!! 😂💀,OFF,TIN,IND
I need a nigga to eat my pussy like he eat a pudding cup NO SPOON 😂,OFF,TIN,IND
i thought he was a goat-man hybridWhy do we have the mentality that Jesus is white and Satan is black?,NOT,,
@USER your voice is ugly as fuckkk stop tryna fake it lmaooo delete this shit pls i am pissed,OFF,TIN,IND
"@USER Damn, now that’s a loss :/ F",OFF,UNT,
steve can wear a fucking trash bag and i’d still get on my knees to worship him like the god he is,OFF,UNT,
@USER Shut up racist.😂😂😂. You are a disgusting person.,OFF,TIN,IND
"I'm gonna resign, I'm just gonna do it and live off beans and potatoes fuck it",OFF,UNT,
"u have me, slap those people with the truth. loveuI need som fresh environment hHhHhh some ppl are just toxic as ever lol",NOT,,
lack of communication will SERIOUSLY fuck some good shit up.,OFF,UNT,
Can’t be the only girl who will sit there n make up a shit scenario in their head n go into a bad mood. Xx,OFF,UNT,
"niggas are weird, then have the nerve to breath sick of it",OFF,TIN,GRP
Then to top it completely the fuck off my trainer was my boyfriend. And he went the fuck hard on me. So of course everything was tight,OFF,UNT,
"@USER @USER @USER You cant say all Jewish people stand for this, that is fucking disgusting. delete your comment.",OFF,TIN,IND
"@USER That’s sick, you should be ashamed.",OFF,TIN,IND
@USER Damn you’re racist Donald. You can’t even fucking hide it.,OFF,TIN,IND
@USER Yeah I hate that. The bane of my existance. 😉,NOT,,
@USER @USER Yeah the Lord fucked up when he let this one get away,OFF,UNT,
A lot of shit starting to add up.,OFF,UNT,
@USER looks tasty but thats alotta milk thats gonna blast outta my ass but I respect the skillz,OFF,UNT,
bro why the fuck is no one in love with me yet,OFF,UNT,
"=@USER some people were born stupid, they remain idiots and will die fools.",OFF,TIN,GRP
@USER Take a good look at that liberal face. Why do all white liberals have the same dork face,OFF,TIN,GRP
y’all know what i’m tired of seeing.......FUCKING TRAFFIC CONES ON 696 🖕🏾🖕🏾🖕🏾,OFF,UNT,
"You should NEVER be embarrassed by shit you go through in life, shit happens JUST DONT FOLD❗️",OFF,UNT,
@USER @USER She was a idiot,OFF,TIN,IND
@USER @USER Lmao bro who the fuck are you.,OFF,TIN,IND
Isn't that the whole point?🙂Do you love God or you're just afraid of hell ?,NOT,,
@USER *the vine* CUZ FUCK YOU THATS WHY,OFF,TIN,IND
@USER Democrats get allot of help from the media. It’s quite disgusting.,NOT,,
@USER He got his ass whooped by the women all the time so he did not get away with it.,OFF,UNT,
I will right you off immediately you come at me ka line ya 'irile mmaago a Sena go thokahala'.... What kind of bullshit is that!!!!!😡😡😡,OFF,UNT,
"@USER With sexual correlation to them. Like big butt, big boobs, wide hips and full lips. We are I deed a lost people.",OFF,TIN,OTH
"kindaichi: of course i support ""akechi's rights""  kindaichi, but louder: ...AKECHI'S RIGHTS TO SHUT THE FUCK UP!",OFF,TIN,IND
"bitches be like ""im fluent in english"" but then be googling ""the act of moving hat as greeting"" bc they forgot the word tipping i am bitches",OFF,TIN,GRP
@USER BITCH JOAN IS ALIVE WHAT THE FUCK,OFF,UNT,
"weight gain and depression need to FUCK OFF, I’ve got shit to do bro🙄",OFF,UNT,
I wanna fuck someone against the wall. I'm horny asf.,OFF,UNT,
@USER That shit is cringe,OFF,UNT,
Give that sweet sweet broccoli and cauliflower nonsense.What is something you hated eating as a kid but now cannot stop stuffing your mouth with as an adult?,NOT,,
@USER It's disgusting that men think of women as vaginas rather than brains,NOT,,
u hoes be partying 90% of your pregnancy and then be wondering why your baby be up at 3 am crying. bitch he wanna go to bella noche,OFF,TIN,GRP
=@USER @USER @USER @USER Either way its stupid and probably fake,NOT,,
@USER why does America not fucking seal any of their products,OFF,UNT,
Nobody is allowed to chat shit to me or about me. Have a nice week.,OFF,UNT,
A clean desk is a sign of a sick mind. #ALDUBxADNSynergies ADN is ALDUBNATION😍,OFF,UNT,
@USER You're such an asshat. You take stupid to levels never achieved before.,OFF,TIN,IND
@USER Fuck you and yours Charlie Kirk,OFF,TIN,IND
and no money to even get a diet coke. fuck.,OFF,UNT,
You burn bitch I heard the stories,OFF,TIN,IND
I like this dude so much I keep on thinking about our phone call and if my tone of voice was right????? Like bitch wtf,OFF,UNT,
@USER @USER @USER @USER For being a total piece of crap.,OFF,TIN,IND
@USER It's nearly 10am what the fuck do you mean,OFF,UNT,
Trying to act like u don’t give a fuck when u give a fuck is hard like,OFF,UNT,
what the fuck there was a loud ass noise coming from outside &amp; im literally so fucking scared rn what the fuck,OFF,TIN,OTH
@USER @USER @USER @USER @USER This is the dumbest shit I’ve ever read Jonathan,OFF,UNT,
@USER For this art there's no master. Once once u go make mistake and be like fuck it I can still afford postinor2.,OFF,UNT,
@USER dude fucking hell bro he fucking got me stuck on his body 😂💀. And the kid conned himself,OFF,UNT,
"@USER @USER Lol women do this shit all the time when they get cheated on, worse they destroy a car they didn’t even buy",OFF,UNT,
"@USER @USER ""boy"" or ""man"" I don't care. He is a slimy and disgusting human being.",OFF,TIN,IND
@USER You’re going to jail you racist piece of shit,OFF,TIN,IND
"@USER Because if you point out all the black on black killings that take place in democrat ran hellholes, you’re called a racist!",OFF,UNT,
@USER @USER @USER @USER Shit that. Seems to be what the Derby has become these days.,OFF,UNT,
Too fucking Sensitive 🗣Since my feelings be hurt when a nigga don’t give me no attention I’m not opening up to nobody no more I’m too sensitive for that,OFF,TIN,IND
@USER Are you drunk? Because it seems like you’re talking in a bullsh*t language now. Go back home Lisa before I whip your ass.,OFF,TIN,IND
"fuck a relationship, stay single and get ya money up",OFF,UNT,
Stop lying to yourself. You look dumb,OFF,TIN,IND
@USER No meathead your mind is Infested with stupid BS,OFF,TIN,IND
"@USER @USER Omar. Cummins goes home to his gated community. He lives no where near the shit, rats, and drug addicts.",OFF,UNT,
Someone call 911 cuz ima kill my dick in the shower rn,OFF,UNT,
Man what the fuck was that ending @ oitnb,OFF,UNT,
"@USER They are All a bunch of LOSERS, communist socialists, Globalists.",OFF,TIN,GRP
"@USER Istg why are you like this,, can you NOT think dirty for once you u holy child",NOT,,
@USER It really is I seen it and was like damn she ain’t give a fuck lol,OFF,UNT,
@USER Why the fuck do you retweet it you fucking cunt,OFF,TIN,IND
"Sometimes, I confuse the fuck out of myself.",OFF,UNT,
I want a gf but I don’t trust none of you bitches lmaooo,OFF,TIN,GRP
"Also until I’ve taken a shit there, but I went for the classier option. Or tried to anyway.",OFF,UNT,
@USER Well that sucks,OFF,UNT,
@USER Looks like 25% or respondents are palace fans. The rest are Arse Everton Brightin and stupid,OFF,TIN,GRP
juju really be the purest form of entertainment on twitterpussy hit different when she got a dick too,OFF,TIN,IND
Even if yo feelings hurt you better stand ten toes like you don’t feel shit ! ™️,OFF,UNT,
Trump you stupid asshole I can’t wait to see you and your crooked family behind bars .....LOSER,OFF,TIN,IND
"Damn, it really be like that",OFF,UNT,
@USER Rob Reiner that’s your mind and btw you left out  your annoying need to self aggrandize and your elitist existence  meathead!,OFF,TIN,IND
@USER I think it’s racist and sick that when you hear the word “infestation” you think he’s speaking about black and brown people,OFF,TIN,GRP
The man thinks we’re all stupid! Makes a fool of himself daily!Trump said African-Americans have been calling the White House thanking him.  What a crock of shit.,OFF,TIN,IND
@USER Ya the only reasonable response to this is to air the bitch out honestly 🤷🏾‍♀️,OFF,TIN,IND
@USER @USER It's the dickhead! Cos I've never com across anyone with this haircut that wasn't a total dickhead!,OFF,TIN,IND
"Some fat, hairy monsters invaded Luigi's Pizza Parlour and chased an ugly street cat",OFF,TIN,GRP
@USER I want to fuck your asshole,OFF,TIN,IND
@USER Then dont watch it the fuck,OFF,UNT,
@USER @USER Who the fuck wears a bowler hat nowadays 🤔😁😁,OFF,TIN,GRP
"@USER @USER is the definition of a small, insecure, failure of a man. His pettiness is all he has left. A TOTAL LOSER",OFF,TIN,IND
You calling it stupid but you torturing the gc with itnct dream cover that stupid CREEPER song,OFF,UNT,
The fact that we living to die sucks,OFF,UNT,
You better not FUCK with ME. Please don't fuck with me!!! Please be nice to me. :(,OFF,UNT,
"Don’t play with me, I’ll get my hair done and act like ion know you no more bitch 🤣😘🤸🏽‍♂️",OFF,UNT,
"I don't tweet for likes or retweets, not even to be popular. I simply do it cause the shit in my head needs to go somewhere",OFF,UNT,
I'm not a human or a demon anymore. I have no choice but to go foward! I'll become an exorcist! â,NOT,,
Tell me why I got ass up and went to the gym and the shit was closed. I’ve never been so disrespected in my life.,OFF,UNT,
@USER THE WAY I FUCKING WHEEZED,OFF,UNT,
@USER I fought the banks bla bla bla she's so full of shit she didn't fight anyone.,OFF,TIN,IND
Females prolly get bored of thirsty niggas then come text my fat ass 😭,OFF,TIN,GRP
"Tried to be a better me and go to the gym in the morning and then proceeded to get my happy ass stuck in the parking lot, so fuck this",OFF,UNT,
I might fuck around and re watch the wire and prison break,OFF,UNT,
@USER If #shit is an art #ajith fans are #piccaso of it #LongLiveVijay,OFF,UNT,
@USER my mom would’ve beat my ass with the nearest object if i had these wtf,OFF,UNT,
The story in Call of Duty Black Ops III is both sexist AND sexy,OFF,TIN,OTH
So I’m about to go paragliding off a mountain and I think I might shit myself... (figuratively),OFF,UNT,
"@USER @USER What is wrong with the truth? Wait, you're a Democrat, dumb question, my apologies.",OFF,TIN,IND
I got a happy ass personality with a sad soul so sorry if I be acting weird..,OFF,UNT,
@USER @USER @USER You’re still a minor. My ass ain’t going to jail fuck that,OFF,UNT,
@USER He knows his days are numbered so going to cause as much trouble as possible now. Twat that he is!!,OFF,TIN,IND
Just shove garlic bread in my mouth and fuck me already.,OFF,UNT,
I wanna voice chat with someone tonight because my cousin is high as fuck,OFF,UNT,
@USER IDGAF! I love my fake ass movies and video games as they give me enjoyment..,OFF,UNT,
"@USER No thanks, it’s a rat infested shit hole where they don’t collect the trash.",OFF,TIN,OTH
@USER @USER I've blocked everyone even remotely connected with these scum. They are all incorrigible.,OFF,TIN,IND
why was i born with a resting bitch face,OFF,UNT,
Somebody tell this man to fuck me before he goes to work,OFF,UNT,
@USER I started feeling like a shit but in different language 😅,OFF,UNT,
I like her and she’s great but shut the fuck up,OFF,UNT,
No one is surprisedI b lying to niggas 😂😂,OFF,TIN,GRP
"wish i had more girl friends lmao but the way these bitches set up, i ain’t recruiting shit🤣🤣😂",OFF,TIN,GRP
@USER what if i want to look at my ass,NOT,,
"@USER ""Provocateur"" is one of those words like ""YouTube sensation"" which 9 times out of 10 actually means ""complete fucking asshole"".",OFF,UNT,
me and jadai argue way too much and break up like everyday then get back together 😂 shit crazy,OFF,UNT,
—Stupid and hot blue haired man.—,OFF,TIN,IND
fuck? i cancelled my august leave requests and i get this. fuck....,OFF,UNT,
@USER Oh just hypothetically speaking  If u and ur girl was walking and one these niggaz slapped her on the ass what u gon do,OFF,TIN,GRP
@USER His name is cheating ass Myron 💀💀💀💀💀,OFF,TIN,IND
i got a fat as fuck tummy who is tryna cuddle it,OFF,UNT,
@USER @USER You mean to say that he is such a pathetic actor that even his low character is better than his acting skills ?,OFF,TIN,IND
@USER Can we get the actual fucking video anywhere in the real context ? Jesus fucking Christ,OFF,UNT,
whose cock do i need to fucking suck so i permanently mute all the trash talking fr that end violet fandom honestly,OFF,UNT,
gay cowboy pride   WHAT THE FUCK I BLAME JAKEtype “gay” and let predictive text finish it  mine: gay but that’s what happened last night   oH,OFF,UNT,
"I'm pretty sure that this is one of the hugest fuck up in my life, and there's not a thing I could do, but cry and fight for things back.",OFF,UNT,
That sneak dissing shit needs to stop,OFF,UNT,
"@USER He was a guy who encouraged people to murder, kinda like telling people how you'll kill a cop.....",NOT,,
bitches ain’t shit and I’m definitely not bitches in this one...,OFF,UNT,
"Deep State protects corrupt congress. All of them get rich. Trump knows, congress/deep state knows. What comes next?",OFF,TIN,GRP
@USER @USER @2KEspana This shit fake I don't see on they page,OFF,UNT,
fucking go off to town lia with your funky ass red dress step on me with your trainors fucking ICY BUT IM ON FIRE step on me,OFF,TIN,IND
@USER FUCK  Looks like I'll have to get a switch sooner rather than later,OFF,UNT,
@USER It’s as if every single one of her supporters are just as stupid as her.  Wehdone..,OFF,TIN,IND
I’ll never judge the next person because I've done been through my own shit.,OFF,UNT,
lmaooooo we the fools,NOT,,
sco pa tu ma shut the fuck up,OFF,TIN,IND
@USER @USER @USER @USER Piece of shit!,OFF,TIN,IND
"@USER Haha that's the best shit I've heard today ""take yourself out put yourself in the bin""",OFF,UNT,
I have no problem with cutting people off... Less bullshit for me to deal with.,OFF,UNT,
but we only fuck with KING crab legs ju hearddddd,OFF,UNT,
you’re not a bad bitch unless you cry on your birthday every year,OFF,UNT,
Don’t wait until it happens to you to give a fuck.,OFF,UNT,
@USER @USER He'll mark this as racist cause they are white balls 😂😂,OFF,UNT,
"Teams have been notified and are working on the issue to restore power of your area. Inconvenience is regretted. KENo bijli since 6 a.m in a ""zero loss zero loadshedding area."" Fuck K-Electric.",OFF,TIN,OTH
dude stranger things got violent as fuck real quick,OFF,UNT,
@USER He pulls her waist up as he buries his face into her pussy and reaching down to grab at her thick ass.,OFF,UNT,
(arrives to his execution 15 minutes late in funeral gowns and a golden cross) fuck you hideyoshit,OFF,TIN,IND
Tired of people trying to put their lame ass energy or lack of efforts on me.,OFF,TIN,OTH
Going lay my ass down. Got to push my son over in the bed with his wild sleep ass.,OFF,UNT,
Gave her my heart before i knew that bitch was ran thru,OFF,TIN,IND
@USER He will win you gunna be broke as fuck,OFF,UNT,
Also some of yâall pussy just might be trash too so donât think stamina why they not bussing,OFF,TIN,GRP
@USER This is the most true shit i hv seen today  @USER ahaa,OFF,UNT,
rocketman is so unrealistic how comes young reggie was saying bitch??? that shouldn’t be in his vocabulary???,OFF,TIN,IND
i do shit for niggas and they act like they dont love me.,OFF,TIN,GRP
Duck tales still has the same theme from when I used to watch that shit! ❤️,OFF,UNT,
I should just shave my hair fuck it,OFF,UNT,
Real ass nigga gaf bout a bitch 🥳😂A real one was born 21 years ago today 🙏🏾🙏🏾🙏🏾,OFF,TIN,IND
@USER @USER Dehumanize? He barely has a reflection of human,OFF,TIN,IND
Black people who describe poor and unemployed black people as lazy and deliberately unproductive baffle me.. I don't get them at all...,OFF,TIN,GRP
=@USER fuck rose !My nigga jack was a real one fytbbbbb,OFF,TIN,IND
@USER I read through the comments and they were just as ignorant and blasphemous 🤦🏾‍♂️,NOT,,
at this point I can only see hulu picking up andi mack as a way to get us to shut the fuck up,OFF,UNT,
@USER i didnt see that what the fuck 🤢🤢🤢 ig stans are a disgusting breed,OFF,TIN,GRP
fuck okay i’m going to try and sleep goodnight,OFF,UNT,
Do this shit for yourself because all that other shit will disappoint you one way or the other,OFF,UNT,
Who hacked OHGEESY smh lolLMAO I LIKE TO ACT HARD BUT THEN WHEN ITS TIME FOR CONFRONTATION I ACT LIKE A LITTLE ASS GIRL,OFF,UNT,
Don’t apologize and act like u mean that shit,OFF,TIN,IND
